old_size,old_sizeh,new_size,new_sizeh,dif,idx
19298,18.85 KB,42545,41.55 KB,23247,556
11519,11.25 KB,31770,31.03 KB,20251,557
30656,29.94 KB,55997,54.68 KB,25341,558
19784,19.32 KB,90909,88.78 KB,71125,559
17293,16.89 KB,27190,26.55 KB,9897,560
52756,51.52 KB,48215,47.08 KB,-4541,561
17844,17.43 KB,80916,79.02 KB,63072,562
14508,14.17 KB,31274,30.54 KB,16766,563
16068,15.69 KB,102500,100.1 KB,86432,564
28230,27.57 KB,107892,105.36 KB,79662,565
22244,21.72 KB,58633,57.26 KB,36389,566
10187,9.95 KB,35042,34.22 KB,24855,567
15697,15.33 KB,28743,28.07 KB,13046,568
28136,27.48 KB,66410,64.85 KB,38274,569
13779,13.46 KB,27253,26.61 KB,13474,570
41891,40.91 KB,271887,265.51 KB,229996,571
28115,27.46 KB,44551,43.51 KB,16436,572
13389,13.08 KB,27473,26.83 KB,14084,573
18347,17.92 KB,45279,44.22 KB,26932,574
10347,10.1 KB,33003,32.23 KB,22656,575
10959,10.7 KB,36305,35.45 KB,25346,576
11655,11.38 KB,-1,-1,-11655,577
13722,13.4 KB,39512,38.59 KB,25790,578
12568,12.27 KB,23054,22.51 KB,10486,579
9751,9.52 KB,34638,33.83 KB,24887,580
22503,21.98 KB,60406,58.99 KB,37903,581
17435,17.03 KB,37234,36.36 KB,19799,582
58580,57.21 KB,152570,148.99 KB,93990,583
26195,25.58 KB,44143,43.11 KB,17948,584
13520,13.2 KB,28740,28.07 KB,15220,585
29838,29.14 KB,81281,79.38 KB,51443,586
12653,12.36 KB,25783,25.18 KB,13130,587
94829,92.61 KB,137639,134.41 KB,42810,588
21939,21.42 KB,53078,51.83 KB,31139,589
34261,33.46 KB,134930,131.77 KB,100669,590
11984,11.7 KB,26787,26.16 KB,14803,591
18202,17.78 KB,-1,-1,-18202,592
16380,16 KB,27117,26.48 KB,10737,593
14007,13.68 KB,69554,67.92 KB,55547,594
50785,49.59 KB,152456,148.88 KB,101671,595
10616,10.37 KB,23692,23.14 KB,13076,596
15334,14.97 KB,38730,37.82 KB,23396,597
15441,15.08 KB,30477,29.76 KB,15036,598
30751,30.03 KB,47075,45.97 KB,16324,599
46132,45.05 KB,112555,109.92 KB,66423,600
9662,9.44 KB,25380,24.79 KB,15718,601
69930,68.29 KB,110719,108.12 KB,40789,602
106702,104.2 KB,89603,87.5 KB,-17099,603
18062,17.64 KB,37161,36.29 KB,19099,604
12672,12.38 KB,-1,-1,-12672,605
57183,55.84 KB,110241,107.66 KB,53058,606
17442,17.03 KB,48043,46.92 KB,30601,607
16496,16.11 KB,52452,51.22 KB,35956,608
15130,14.78 KB,27319,26.68 KB,12189,609
20682,20.2 KB,37960,37.07 KB,17278,610
23354,22.81 KB,100288,97.94 KB,76934,611
18958,18.51 KB,53265,52.02 KB,34307,612
53418,52.17 KB,101636,99.25 KB,48218,613
17953,17.53 KB,34771,33.96 KB,16818,614
18879,18.44 KB,55158,53.87 KB,36279,615
130357,127.3 KB,113661,111 KB,-16696,616
12663,12.37 KB,28765,28.09 KB,16102,617
13356,13.04 KB,41548,40.57 KB,28192,618
51536,50.33 KB,171012,167 KB,119476,619
12304,12.02 KB,28756,28.08 KB,16452,620
26074,25.46 KB,81204,79.3 KB,55130,621
10985,10.73 KB,34227,33.42 KB,23242,622
13810,13.49 KB,39265,38.34 KB,25455,623
31355,30.62 KB,44145,43.11 KB,12790,624
103101,100.68 KB,196692,192.08 KB,93591,625
13467,13.15 KB,30480,29.77 KB,17013,626
19357,18.9 KB,57795,56.44 KB,38438,627
34910,34.09 KB,46252,45.17 KB,11342,628
18949,18.5 KB,34912,34.09 KB,15963,629
11767,11.49 KB,43087,42.08 KB,31320,630
13562,13.24 KB,42979,41.97 KB,29417,631
17210,16.81 KB,75337,73.57 KB,58127,632
14218,13.88 KB,37374,36.5 KB,23156,633
13580,13.26 KB,46745,45.65 KB,33165,634
9746,9.52 KB,24587,24.01 KB,14841,635
14974,14.62 KB,94747,92.53 KB,79773,636
25551,24.95 KB,53914,52.65 KB,28363,637
13765,13.44 KB,29716,29.02 KB,15951,638
20165,19.69 KB,71938,70.25 KB,51773,639
9585,9.36 KB,23028,22.49 KB,13443,640
58882,57.5 KB,85799,83.79 KB,26917,641
28620,27.95 KB,118747,115.96 KB,90127,642
81217,79.31 KB,138615,135.37 KB,57398,643
22137,21.62 KB,74060,72.32 KB,51923,644
10029,9.79 KB,27085,26.45 KB,17056,645
16639,16.25 KB,54261,52.99 KB,37622,646
17885,17.47 KB,32534,31.77 KB,14649,647
28365,27.7 KB,50337,49.16 KB,21972,648
9422,9.2 KB,23683,23.13 KB,14261,649
12449,12.16 KB,31254,30.52 KB,18805,650
24976,24.39 KB,41912,40.93 KB,16936,651
31953,31.2 KB,49856,48.69 KB,17903,652
18834,18.39 KB,70576,68.92 KB,51742,653
74938,73.18 KB,53609,52.35 KB,-21329,654
8996,8.79 KB,22847,22.31 KB,13851,655
12283,12 KB,44931,43.88 KB,32648,656
13538,13.22 KB,32295,31.54 KB,18757,657
20315,19.84 KB,55230,53.94 KB,34915,658
67111,65.54 KB,105791,103.31 KB,38680,659
33715,32.92 KB,49471,48.31 KB,15756,660
14103,13.77 KB,34658,33.85 KB,20555,661
23678,23.12 KB,40469,39.52 KB,16791,662
25364,24.77 KB,44992,43.94 KB,19628,663
13820,13.5 KB,29462,28.77 KB,15642,664
12554,12.26 KB,42764,41.76 KB,30210,665
10071,9.83 KB,76413,74.62 KB,66342,666
16615,16.23 KB,40317,39.37 KB,23702,667
10994,10.74 KB,512869,500.85 KB,501875,668
29106,28.42 KB,73173,71.46 KB,44067,669
32896,32.12 KB,52768,51.53 KB,19872,670
13123,12.82 KB,31722,30.98 KB,18599,671
16738,16.35 KB,199600,194.92 KB,182862,672
13300,12.99 KB,35286,34.46 KB,21986,673
129195,126.17 KB,234804,229.3 KB,105609,674
38867,37.96 KB,50679,49.49 KB,11812,675
55501,54.2 KB,131062,127.99 KB,75561,676
53298,52.05 KB,195545,190.96 KB,142247,677
14103,13.77 KB,47797,46.68 KB,33694,678
10509,10.26 KB,26218,25.6 KB,15709,679
10676,10.43 KB,22275,21.75 KB,11599,680
17523,17.11 KB,29349,28.66 KB,11826,681
59041,57.66 KB,50768,49.58 KB,-8273,682
13263,12.95 KB,37045,36.18 KB,23782,683
12038,11.76 KB,22143,21.62 KB,10105,684
14410,14.07 KB,31756,31.01 KB,17346,685
15374,15.01 KB,41240,40.27 KB,25866,686
36397,35.54 KB,71687,70.01 KB,35290,687
14011,13.68 KB,33716,32.93 KB,19705,688
32286,31.53 KB,47291,46.18 KB,15005,689
38682,37.78 KB,-1,-1,-38682,690
29534,28.84 KB,38846,37.94 KB,9312,691
30317,29.61 KB,44104,43.07 KB,13787,692
197469,192.84 KB,403187,393.74 KB,205718,693
12795,12.5 KB,47431,46.32 KB,34636,694
15545,15.18 KB,23949,23.39 KB,8404,695
11763,11.49 KB,44503,43.46 KB,32740,696
10923,10.67 KB,81820,79.9 KB,70897,697
35610,34.78 KB,62220,60.76 KB,26610,698
18834,18.39 KB,50612,49.43 KB,31778,699
15016,14.66 KB,40140,39.2 KB,25124,700
14769,14.42 KB,30426,29.71 KB,15657,701
11299,11.03 KB,29782,29.08 KB,18483,702
23277,22.73 KB,90128,88.02 KB,66851,703
31747,31 KB,67355,65.78 KB,35608,704
11534,11.26 KB,37875,36.99 KB,26341,705
11898,11.62 KB,29113,28.43 KB,17215,706
123788,120.89 KB,140267,136.98 KB,16479,707
10662,10.41 KB,26832,26.2 KB,16170,708
10740,10.49 KB,31206,30.47 KB,20466,709
15203,14.85 KB,90456,88.34 KB,75253,710
27180,26.54 KB,47794,46.67 KB,20614,711
83533,81.58 KB,184009,179.7 KB,100476,712
10842,10.59 KB,24265,23.7 KB,13423,713
39505,38.58 KB,82590,80.65 KB,43085,714
14863,14.51 KB,26360,25.74 KB,11497,715
11749,11.47 KB,-1,-1,-11749,716
15677,15.31 KB,30705,29.99 KB,15028,717
19195,18.75 KB,55202,53.91 KB,36007,718
36463,35.61 KB,181960,177.7 KB,145497,719
22011,21.5 KB,68633,67.02 KB,46622,720
18057,17.63 KB,41716,40.74 KB,23659,721
18259,17.83 KB,74086,72.35 KB,55827,722
21961,21.45 KB,45348,44.29 KB,23387,723
134097,130.95 KB,185335,180.99 KB,51238,724
37389,36.51 KB,85301,83.3 KB,47912,725
19607,19.15 KB,30686,29.97 KB,11079,726
12072,11.79 KB,40390,39.44 KB,28318,727
9385,9.17 KB,27985,27.33 KB,18600,728
17169,16.77 KB,51065,49.87 KB,33896,729
31726,30.98 KB,42082,41.1 KB,10356,730
11220,10.96 KB,41729,40.75 KB,30509,731
12357,12.07 KB,-1,-1,-12357,732
26665,26.04 KB,56483,55.16 KB,29818,733
30124,29.42 KB,46105,45.02 KB,15981,734
36612,35.75 KB,220664,215.49 KB,184052,735
15891,15.52 KB,48081,46.95 KB,32190,736
25598,25 KB,51150,49.95 KB,25552,737
37192,36.32 KB,47447,46.33 KB,10255,738
11375,11.11 KB,68035,66.44 KB,56660,739
65844,64.3 KB,112054,109.43 KB,46210,740
10104,9.87 KB,22756,22.22 KB,12652,741
14408,14.07 KB,25811,25.21 KB,11403,742
18940,18.5 KB,109643,107.07 KB,90703,743
14868,14.52 KB,31602,30.86 KB,16734,744
52558,51.33 KB,239269,233.66 KB,186711,745
9176,8.96 KB,22346,21.82 KB,13170,746
25470,24.87 KB,36039,35.19 KB,10569,747
9011,8.8 KB,22538,22.01 KB,13527,748
8895,8.69 KB,23875,23.32 KB,14980,749
46792,45.7 KB,78568,76.73 KB,31776,750
16976,16.58 KB,33026,32.25 KB,16050,751
10485,10.24 KB,24399,23.83 KB,13914,752
16389,16 KB,42628,41.63 KB,26239,753
52914,51.67 KB,81532,79.62 KB,28618,754
16349,15.97 KB,32684,31.92 KB,16335,755
27162,26.53 KB,77265,75.45 KB,50103,756
11684,11.41 KB,22922,22.38 KB,11238,757
18411,17.98 KB,104374,101.93 KB,85963,758
36151,35.3 KB,106293,103.8 KB,70142,759
24566,23.99 KB,49572,48.41 KB,25006,760
27998,27.34 KB,52127,50.91 KB,24129,761
15803,15.43 KB,34076,33.28 KB,18273,762
66499,64.94 KB,78430,76.59 KB,11931,763
73232,71.52 KB,129751,126.71 KB,56519,764
15716,15.35 KB,28813,28.14 KB,13097,765
10030,9.79 KB,27582,26.94 KB,17552,766
27640,26.99 KB,48818,47.67 KB,21178,767
18548,18.11 KB,34901,34.08 KB,16353,768
19842,19.38 KB,35597,34.76 KB,15755,769
10235,10 KB,32719,31.95 KB,22484,770
35946,35.1 KB,60960,59.53 KB,25014,771
21711,21.2 KB,53167,51.92 KB,31456,772
9387,9.17 KB,25450,24.85 KB,16063,773
9595,9.37 KB,29143,28.46 KB,19548,774
20264,19.79 KB,40155,39.21 KB,19891,775
41490,40.52 KB,64878,63.36 KB,23388,776
17507,17.1 KB,35206,34.38 KB,17699,777
10688,10.44 KB,29246,28.56 KB,18558,778
26995,26.36 KB,62590,61.12 KB,35595,779
74844,73.09 KB,283052,276.42 KB,208208,780
9726,9.5 KB,24210,23.64 KB,14484,781
37007,36.14 KB,119552,116.75 KB,82545,782
38665,37.76 KB,61275,59.84 KB,22610,783
23197,22.65 KB,57425,56.08 KB,34228,784
11296,11.03 KB,27573,26.93 KB,16277,785
18208,17.78 KB,28297,27.63 KB,10089,786
9661,9.43 KB,49170,48.02 KB,39509,787
19339,18.89 KB,64085,62.58 KB,44746,788
15043,14.69 KB,29599,28.91 KB,14556,789
105046,102.58 KB,171717,167.69 KB,66671,790
19395,18.94 KB,49665,48.5 KB,30270,791
9640,9.41 KB,22875,22.34 KB,13235,792
19296,18.84 KB,35042,34.22 KB,15746,793
16939,16.54 KB,45080,44.02 KB,28141,794
15173,14.82 KB,29924,29.22 KB,14751,795
23776,23.22 KB,-1,-1,-23776,796
49456,48.3 KB,96789,94.52 KB,47333,797
11542,11.27 KB,26693,26.07 KB,15151,798
25237,24.65 KB,40816,39.86 KB,15579,799
45156,44.1 KB,111960,109.34 KB,66804,800
24895,24.31 KB,42370,41.38 KB,17475,801
14476,14.14 KB,66779,65.21 KB,52303,802
16766,16.37 KB,43106,42.1 KB,26340,803
11180,10.92 KB,24506,23.93 KB,13326,804
19339,18.89 KB,-1,-1,-19339,805
15203,14.85 KB,36699,35.84 KB,21496,806
19383,18.93 KB,91836,89.68 KB,72453,807
18895,18.45 KB,44239,43.2 KB,25344,808
19854,19.39 KB,29835,29.14 KB,9981,809
16486,16.1 KB,32491,31.73 KB,16005,810
13748,13.43 KB,49843,48.67 KB,36095,811
23596,23.04 KB,49977,48.81 KB,26381,812
15024,14.67 KB,51269,50.07 KB,36245,813
20525,20.04 KB,48213,47.08 KB,27688,814
15761,15.39 KB,30578,29.86 KB,14817,815
15377,15.02 KB,33540,32.75 KB,18163,816
34942,34.12 KB,58522,57.15 KB,23580,817
16912,16.52 KB,32789,32.02 KB,15877,818
10736,10.48 KB,-1,-1,-10736,819
22514,21.99 KB,46112,45.03 KB,23598,820
10770,10.52 KB,22371,21.85 KB,11601,821
52289,51.06 KB,143622,140.26 KB,91333,822
29686,28.99 KB,55400,54.1 KB,25714,823
11185,10.92 KB,26050,25.44 KB,14865,824
17511,17.1 KB,123682,120.78 KB,106171,825
12495,12.2 KB,28256,27.59 KB,15761,826
11239,10.98 KB,24018,23.46 KB,12779,827
74611,72.86 KB,-1,-1,-74611,828
14169,13.84 KB,32433,31.67 KB,18264,829
32913,32.14 KB,65844,64.3 KB,32931,830
34577,33.77 KB,238285,232.7 KB,203708,831
19559,19.1 KB,39674,38.74 KB,20115,832
26193,25.58 KB,36737,35.88 KB,10544,833
18844,18.4 KB,32205,31.45 KB,13361,834
11772,11.5 KB,23282,22.74 KB,11510,835
19072,18.62 KB,35810,34.97 KB,16738,836
15284,14.93 KB,49165,48.01 KB,33881,837
13998,13.67 KB,53449,52.2 KB,39451,838
33366,32.58 KB,47704,46.59 KB,14338,839
37460,36.58 KB,109416,106.85 KB,71956,840
28605,27.93 KB,33049,32.27 KB,4444,841
23940,23.38 KB,56347,55.03 KB,32407,842
22872,22.34 KB,45138,44.08 KB,22266,843
15768,15.4 KB,33122,32.35 KB,17354,844
30442,29.73 KB,80097,78.22 KB,49655,845
15327,14.97 KB,43430,42.41 KB,28103,846
22794,22.26 KB,39101,38.18 KB,16307,847
49267,48.11 KB,124908,121.98 KB,75641,848
22292,21.77 KB,57882,56.53 KB,35590,849
67893,66.3 KB,188585,184.17 KB,120692,850
11107,10.85 KB,35265,34.44 KB,24158,851
17284,16.88 KB,56566,55.24 KB,39282,852
14224,13.89 KB,71430,69.76 KB,57206,853
13368,13.05 KB,28504,27.84 KB,15136,854
11388,11.12 KB,25551,24.95 KB,14163,855
20036,19.57 KB,57662,56.31 KB,37626,856
27936,27.28 KB,59740,58.34 KB,31804,857
14172,13.84 KB,123058,120.17 KB,108886,858
10259,10.02 KB,23166,22.62 KB,12907,859
130716,127.65 KB,157800,154.1 KB,27084,860
43942,42.91 KB,151785,148.23 KB,107843,861
19265,18.81 KB,-1,-1,-19265,862
44239,43.2 KB,25177,24.59 KB,-19062,863
11363,11.1 KB,32881,32.11 KB,21518,864
26989,26.36 KB,67254,65.68 KB,40265,865
31330,30.6 KB,43414,42.4 KB,12084,866
17253,16.85 KB,32006,31.26 KB,14753,867
14117,13.79 KB,36186,35.34 KB,22069,868
62498,61.03 KB,218911,213.78 KB,156413,869
15080,14.73 KB,66029,64.48 KB,50949,870
30673,29.95 KB,42070,41.08 KB,11397,871
10670,10.42 KB,46445,45.36 KB,35775,872
19020,18.57 KB,35843,35 KB,16823,873
11937,11.66 KB,24032,23.47 KB,12095,874
9692,9.46 KB,71674,69.99 KB,61982,875
29422,28.73 KB,39533,38.61 KB,10111,876
20462,19.98 KB,43130,42.12 KB,22668,877
9334,9.12 KB,22133,21.61 KB,12799,878
12619,12.32 KB,29102,28.42 KB,16483,879
9364,9.14 KB,38741,37.83 KB,29377,880
71991,70.3 KB,97905,95.61 KB,25914,881
9249,9.03 KB,75839,74.06 KB,66590,882
16771,16.38 KB,32615,31.85 KB,15844,883
18584,18.15 KB,33655,32.87 KB,15071,884
15083,14.73 KB,36757,35.9 KB,21674,885
16988,16.59 KB,-1,-1,-16988,886
15745,15.38 KB,-1,-1,-15745,887
16174,15.79 KB,45240,44.18 KB,29066,888
40959,40 KB,50925,49.73 KB,9966,889
14313,13.98 KB,22743,22.21 KB,8430,890
22662,22.13 KB,45923,44.85 KB,23261,891
13789,13.47 KB,75967,74.19 KB,62178,892
54899,53.61 KB,426121,416.13 KB,371222,893
168897,164.94 KB,223308,218.07 KB,54411,894
40826,39.87 KB,71345,69.67 KB,30519,895
64090,62.59 KB,153848,150.24 KB,89758,896
10080,9.84 KB,24464,23.89 KB,14384,897
10595,10.35 KB,26933,26.3 KB,16338,898
11374,11.11 KB,102783,100.37 KB,91409,899
19548,19.09 KB,42604,41.61 KB,23056,900
21402,20.9 KB,42987,41.98 KB,21585,901
16521,16.13 KB,-1,-1,-16521,902
11372,11.11 KB,50550,49.37 KB,39178,903
17937,17.52 KB,47184,46.08 KB,29247,904
112498,109.86 KB,142152,138.82 KB,29654,905
14137,13.81 KB,30847,30.12 KB,16710,906
14618,14.28 KB,67003,65.43 KB,52385,907
18354,17.92 KB,78621,76.78 KB,60267,908
14417,14.08 KB,44354,43.31 KB,29937,909
10611,10.36 KB,37303,36.43 KB,26692,910
16429,16.04 KB,31585,30.84 KB,15156,911
16332,15.95 KB,57019,55.68 KB,40687,912
15239,14.88 KB,74503,72.76 KB,59264,913
11814,11.54 KB,26677,26.05 KB,14863,914
178084,173.91 KB,321052,313.53 KB,142968,915
12996,12.69 KB,61023,59.59 KB,48027,916
9880,9.65 KB,43810,42.78 KB,33930,917
20867,20.38 KB,109689,107.12 KB,88822,918
9559,9.33 KB,71266,69.6 KB,61707,919
10147,9.91 KB,28102,27.44 KB,17955,920
228828,223.46 KB,466288,455.36 KB,237460,921
12263,11.98 KB,29826,29.13 KB,17563,922
39765,38.83 KB,67678,66.09 KB,27913,923
27613,26.97 KB,71681,70 KB,44068,924
28128,27.47 KB,47874,46.75 KB,19746,925
18354,17.92 KB,35349,34.52 KB,16995,926
23726,23.17 KB,57801,56.45 KB,34075,927
17831,17.41 KB,31228,30.5 KB,13397,928
17026,16.63 KB,59703,58.3 KB,42677,929
22254,21.73 KB,41694,40.72 KB,19440,930
34284,33.48 KB,47466,46.35 KB,13182,931
14889,14.54 KB,65545,64.01 KB,50656,932
26480,25.86 KB,53124,51.88 KB,26644,933
37372,36.5 KB,37573,36.69 KB,201,934
10862,10.61 KB,41876,40.89 KB,31014,935
27658,27.01 KB,91184,89.05 KB,63526,936
22724,22.19 KB,39777,38.84 KB,17053,937
28149,27.49 KB,71336,69.66 KB,43187,938
8893,8.68 KB,75716,73.94 KB,66823,939
11659,11.39 KB,37229,36.36 KB,25570,940
18011,17.59 KB,36577,35.72 KB,18566,941
12380,12.09 KB,42821,41.82 KB,30441,942
31693,30.95 KB,47304,46.2 KB,15611,943
14196,13.86 KB,34437,33.63 KB,20241,944
18644,18.21 KB,36561,35.7 KB,17917,945
15962,15.59 KB,30556,29.84 KB,14594,946
34540,33.73 KB,36812,35.95 KB,2272,947
13946,13.62 KB,28105,27.45 KB,14159,948
14152,13.82 KB,32274,31.52 KB,18122,949
25578,24.98 KB,40727,39.77 KB,15149,950
10820,10.57 KB,25928,25.32 KB,15108,951
26741,26.11 KB,39665,38.74 KB,12924,952
39966,39.03 KB,51714,50.5 KB,11748,953
9399,9.18 KB,-1,-1,-9399,954
9882,9.65 KB,27872,27.22 KB,17990,955
45676,44.61 KB,45469,44.4 KB,-207,956
11000,10.74 KB,25890,25.28 KB,14890,957
19110,18.66 KB,37785,36.9 KB,18675,958
16607,16.22 KB,44329,43.29 KB,27722,959
18856,18.41 KB,48051,46.92 KB,29195,960
26068,25.46 KB,78586,76.74 KB,52518,961
11111,10.85 KB,25701,25.1 KB,14590,962
10495,10.25 KB,41148,40.18 KB,30653,963
15535,15.17 KB,30384,29.67 KB,14849,964
52231,51.01 KB,235560,230.04 KB,183329,965
9317,9.1 KB,22605,22.08 KB,13288,966
12901,12.6 KB,63458,61.97 KB,50557,967
31556,30.82 KB,91052,88.92 KB,59496,968
15949,15.58 KB,43593,42.57 KB,27644,969
18431,18 KB,34734,33.92 KB,16303,970
20455,19.98 KB,35516,34.68 KB,15061,971
14494,14.15 KB,28856,28.18 KB,14362,972
18486,18.05 KB,49977,48.81 KB,31491,973
38548,37.64 KB,106543,104.05 KB,67995,974
8576,8.38 KB,20573,20.09 KB,11997,975
57066,55.73 KB,-1,-1,-57066,976
21935,21.42 KB,48099,46.97 KB,26164,977
25380,24.79 KB,39679,38.75 KB,14299,978
26629,26 KB,37715,36.83 KB,11086,979
12994,12.69 KB,40865,39.91 KB,27871,980
67579,66 KB,271909,265.54 KB,204330,981
17325,16.92 KB,31110,30.38 KB,13785,982
17505,17.09 KB,45728,44.66 KB,28223,983
14249,13.92 KB,35677,34.84 KB,21428,984
39156,38.24 KB,61757,60.31 KB,22601,985
140207,136.92 KB,71189,69.52 KB,-69018,986
13310,13 KB,30437,29.72 KB,17127,987
17604,17.19 KB,119456,116.66 KB,101852,988
14957,14.61 KB,38607,37.7 KB,23650,989
13929,13.6 KB,49589,48.43 KB,35660,990
20022,19.55 KB,72732,71.03 KB,52710,991
11344,11.08 KB,36320,35.47 KB,24976,992
12536,12.24 KB,29634,28.94 KB,17098,993
13275,12.96 KB,26811,26.18 KB,13536,994
10151,9.91 KB,52387,51.16 KB,42236,995
11047,10.79 KB,27829,27.18 KB,16782,996
27063,26.43 KB,92813,90.64 KB,65750,997
17369,16.96 KB,31842,31.1 KB,14473,998
54674,53.39 KB,92914,90.74 KB,38240,999
35471,34.64 KB,53447,52.19 KB,17976,1000
9382,9.16 KB,25710,25.11 KB,16328,1001
48695,47.55 KB,93228,91.04 KB,44533,1002
30435,29.72 KB,48885,47.74 KB,18450,1003
33610,32.82 KB,73598,71.87 KB,39988,1004
12536,12.24 KB,28878,28.2 KB,16342,1005
39171,38.25 KB,37002,36.13 KB,-2169,1006
9902,9.67 KB,-1,-1,-9902,1007
20728,20.24 KB,47290,46.18 KB,26562,1008
13497,13.18 KB,30272,29.56 KB,16775,1009
11631,11.36 KB,30347,29.64 KB,18716,1010
29993,29.29 KB,155951,152.3 KB,125958,1011
9072,8.86 KB,64392,62.88 KB,55320,1012
30786,30.06 KB,47185,46.08 KB,16399,1013
13002,12.7 KB,34443,33.64 KB,21441,1014
22307,21.78 KB,75687,73.91 KB,53380,1015
15627,15.26 KB,37241,36.37 KB,21614,1016
13632,13.31 KB,33088,32.31 KB,19456,1017
10357,10.11 KB,31520,30.78 KB,21163,1018
12224,11.94 KB,25013,24.43 KB,12789,1019
13634,13.31 KB,32241,31.49 KB,18607,1020
11062,10.8 KB,37467,36.59 KB,26405,1021
13311,13 KB,-1,-1,-13311,1022
13529,13.21 KB,43773,42.75 KB,30244,1023
26197,25.58 KB,55225,53.93 KB,29028,1024
38453,37.55 KB,93082,90.9 KB,54629,1025
15156,14.8 KB,34400,33.59 KB,19244,1026
31533,30.79 KB,69249,67.63 KB,37716,1027
25260,24.67 KB,51782,50.57 KB,26522,1028
26916,26.29 KB,35577,34.74 KB,8661,1029
13863,13.54 KB,42819,41.82 KB,28956,1030
11112,10.85 KB,26207,25.59 KB,15095,1031
15762,15.39 KB,31505,30.77 KB,15743,1032
70014,68.37 KB,124119,121.21 KB,54105,1033
13887,13.56 KB,24897,24.31 KB,11010,1034
13993,13.67 KB,74637,72.89 KB,60644,1035
25691,25.09 KB,59347,57.96 KB,33656,1036
37019,36.15 KB,72671,70.97 KB,35652,1037
37402,36.53 KB,82586,80.65 KB,45184,1038
27688,27.04 KB,61792,60.34 KB,34104,1039
11047,10.79 KB,28621,27.95 KB,17574,1040
11620,11.35 KB,29163,28.48 KB,17543,1041
13523,13.21 KB,33845,33.05 KB,20322,1042
9980,9.75 KB,31932,31.18 KB,21952,1043
11253,10.99 KB,29319,28.63 KB,18066,1044
19198,18.75 KB,54858,53.57 KB,35660,1045
14520,14.18 KB,32623,31.86 KB,18103,1046
12739,12.44 KB,39619,38.69 KB,26880,1047
33672,32.88 KB,123358,120.47 KB,89686,1048
47467,46.35 KB,51224,50.02 KB,3757,1049
10120,9.88 KB,30027,29.32 KB,19907,1050
22975,22.44 KB,61275,59.84 KB,38300,1051
42866,41.86 KB,99646,97.31 KB,56780,1052
36898,36.03 KB,53795,52.53 KB,16897,1053
28694,28.02 KB,52951,51.71 KB,24257,1054
141191,137.88 KB,160178,156.42 KB,18987,1055
40434,39.49 KB,119733,116.93 KB,79299,1056
66016,64.47 KB,78132,76.3 KB,12116,1057
20275,19.8 KB,22376,21.85 KB,2101,1058
9477,9.25 KB,25897,25.29 KB,16420,1059
18680,18.24 KB,76267,74.48 KB,57587,1060
15683,15.32 KB,37428,36.55 KB,21745,1061
12686,12.39 KB,30605,29.89 KB,17919,1062
14697,14.35 KB,197252,192.63 KB,182555,1063
11992,11.71 KB,25722,25.12 KB,13730,1064
23133,22.59 KB,75547,73.78 KB,52414,1065
26439,25.82 KB,76808,75.01 KB,50369,1066
40629,39.68 KB,67276,65.7 KB,26647,1067
29310,28.62 KB,140179,136.89 KB,110869,1068
15158,14.8 KB,58265,56.9 KB,43107,1069
28250,27.59 KB,43044,42.04 KB,14794,1070
28051,27.39 KB,94743,92.52 KB,66692,1071
50659,49.47 KB,80501,78.61 KB,29842,1072
16147,15.77 KB,48201,47.07 KB,32054,1073
31682,30.94 KB,46358,45.27 KB,14676,1074
58639,57.26 KB,51678,50.47 KB,-6961,1075
15983,15.61 KB,45347,44.28 KB,29364,1076
12706,12.41 KB,65174,63.65 KB,52468,1077
54905,53.62 KB,78734,76.89 KB,23829,1078
11006,10.75 KB,26607,25.98 KB,15601,1079
11167,10.91 KB,26430,25.81 KB,15263,1080
11163,10.9 KB,22596,22.07 KB,11433,1081
14774,14.43 KB,33164,32.39 KB,18390,1082
11649,11.38 KB,27192,26.55 KB,15543,1083
12675,12.38 KB,26469,25.85 KB,13794,1084
20931,20.44 KB,64425,62.92 KB,43494,1085
14185,13.85 KB,34211,33.41 KB,20026,1086
29869,29.17 KB,54283,53.01 KB,24414,1087
15237,14.88 KB,31759,31.01 KB,16522,1088
17026,16.63 KB,40258,39.31 KB,23232,1089
25086,24.5 KB,51651,50.44 KB,26565,1090
49204,48.05 KB,68290,66.69 KB,19086,1091
35598,34.76 KB,123276,120.39 KB,87678,1092
9690,9.46 KB,27983,27.33 KB,18293,1093
11723,11.45 KB,67248,65.67 KB,55525,1094
15975,15.6 KB,33464,32.68 KB,17489,1095
30096,29.39 KB,46402,45.31 KB,16306,1096
13121,12.81 KB,-1,-1,-13121,1097
74327,72.58 KB,67511,65.93 KB,-6816,1098
11916,11.64 KB,24252,23.68 KB,12336,1099
40828,39.87 KB,81545,79.63 KB,40717,1100
13711,13.39 KB,34749,33.93 KB,21038,1101
9489,9.27 KB,30155,29.45 KB,20666,1102
18420,17.99 KB,35532,34.7 KB,17112,1103
11605,11.33 KB,38857,37.95 KB,27252,1104
25800,25.2 KB,42794,41.79 KB,16994,1105
13999,13.67 KB,31686,30.94 KB,17687,1106
63950,62.45 KB,-1,-1,-63950,1107
46225,45.14 KB,59092,57.71 KB,12867,1108
39023,38.11 KB,73995,72.26 KB,34972,1109
18303,17.87 KB,64948,63.43 KB,46645,1110
45573,44.5 KB,64798,63.28 KB,19225,1111
29408,28.72 KB,88065,86 KB,58657,1112
