wc,vc
3371,1340
3374,1341
3376,1342
3378,1343
3379,1344
3381,1345
3385,1346
3387,1347
3389,1348
3392,1349
3396,1350
3397,1351
3399,1352
3405,1353
3412,1354
3413,1355
3416,1356
3417,1357
3423,1358
3424,1359
3431,1360
3432,1361
3434,1362
3435,1363
3441,1364
3443,1365
3446,1366
3448,1367
3451,1368
3453,1369
3455,1370
3458,1371
3463,1372
3464,1373
3471,1374
3473,1375
3475,1376
3476,1377
3484,1378
3489,1379
3490,1380
3492,1381
3493,1382
3496,1383
3509,1384
3517,1385
3524,1386
3527,1387
3528,1388
3529,1389
3530,1390
3532,1391
3534,1392
3536,1393
3537,1394
3542,1395
3543,1396
3544,1397
3556,1398
3559,1399
3560,1400
3563,1401
3569,1402
3570,1403
3572,1404
3573,1405
3575,1406
3576,1407
3577,1408
3581,1409
3587,1410
3589,1411
3594,1412
3637,1413
3644,1414
3645,1415
3646,1416
3647,1417
3649,1418
3685,1419
3686,1420
3687,1421
3688,1422
3689,1423
3729,1424
3733,1425
3736,1426
3738,1427
3742,1428
3743,1429
3745,1430
3747,1431
3748,1432
3751,1433
3753,1434
3754,1435
3755,1436
3756,1437
3758,1438
3761,1439
3762,1440
3772,1441
3773,1442
3776,1443
3777,1444
3778,1445
3781,1446
3782,1447
3783,1448
3812,1449
3818,1450
3819,1451
3820,1452
3821,1453
3827,1454
3871,1455
3916,1456
3949,1457
3952,1458
3953,1459
3955,1460
3956,1461
3957,1462
3960,1463
3961,1464
3963,1465
3965,1466
3966,1467
3968,1468
3971,1469
3988,1470
3990,1471
3994,1472
3996,1473
3998,1474
3999,1475
4002,1476
4003,1477
4006,1478
4007,1479
4008,1480
4009,1481
4010,1482
4012,1483
4014,1484
4015,1485
4020,1486
4023,1487
4028,1488
4031,1489
4032,1490
4033,1491
4037,1492
4038,1493
4041,1494
4044,1495
4045,1496
4048,1497
4050,1498
4051,1499
4052,1500
4056,1501
4058,1502
4060,1503
4061,1504
4063,1505
4066,1506
4067,1507
4068,1508
4070,1509
4081,1510
4082,1511
4084,1512
4091,1513
4092,1514
4093,1515
4096,1516
4099,1517
4100,1518
4102,1519
4104,1520
4106,1521
4109,1522
4111,1523
4112,1524
4115,1525
4118,1526
4119,1527
4124,1528
4125,1529
4126,1530
4130,1531
4131,1532
4133,1533
4134,1534
4136,1535
4137,1536
4138,1537
4140,1538
4142,1539
4145,1540
4147,1541
4151,1542
4152,1543
4155,1544
4156,1545
4159,1546
4160,1547
4161,1548
4162,1549
4178,1550
4209,1551
4216,1552
4223,1553
4231,1554
4232,1555
4234,1556
4275,1557
4309,1558
4310,1559
4313,1560
4323,1561
4330,1562
4333,1563
4334,1564
4335,1565
4337,1566
4341,1567
4344,1568
4346,1569
4348,1570
4349,1571
4351,1572
4353,1573
4354,1574
4355,1575
4358,1576
4359,1577
4361,1578
4362,1579
4363,1580
4366,1581
4367,1582
4371,1583
4372,1584
4373,1585
4375,1586
4377,1587
4379,1588
4381,1589
4382,1590
4392,1591
4393,1592
4396,1593
4397,1594
4398,1595
4399,1596
4401,1597
4402,1598
4403,1599
4405,1600
4424,1601
4425,1602
4426,1603
4430,1604
4433,1605
4435,1606
4436,1607
4443,1608
4445,1609
4446,1610
4447,1611
4449,1612
4451,1613
4452,1614
4454,1615
4456,1616
4457,1617
4458,1618
4459,1619
4461,1620
4468,1621
4473,1622
4475,1623
4476,1624
4480,1625
4481,1626
4483,1627
4484,1628
4486,1629
4487,1630
4488,1631
4489,1632
4490,1633
4495,1634
4497,1635
4498,1636
4499,1637
4504,1638
4506,1639
4507,1640
4512,1641
4513,1642
4514,1643
4525,1644
4532,1645
4535,1646
4538,1647
4578,1648
4579,1649
4580,1650
4594,1651
4595,1652
4597,1653
4599,1654
4601,1655
4602,1656
4605,1657
4609,1658
4612,1659
4614,1660
