q,ndcg,num_rel_ret,R-prec,num_rel,P500,ndcg5,jmap,muap,num_ret,num_unjug_ret,ndcg1000,P30,ndcg10,p,P100,ndcg200,P10,ndcg30,P20,P5,ndcg100,ndcg20,P1000,P200,map,r,recip_rank,ndcg500
11,0.63919,11.00000,0.52632,19.00000,0.11000,0.83042,0.57895,0.69130,100.00000,89.00000,0.63919,0.36667,0.74212,0.11000,0.11000,0.63919,0.70000,0.63919,0.50000,0.80000,0.63919,0.60627,0.11000,0.11000,0.42112,0.57895,1.00000,0.63919
12,0.68982,4.00000,0.40000,5.00000,0.04000,0.55315,0.80000,2.15207,100.00000,96.00000,0.68982,0.10000,0.55315,0.04000,0.04000,0.68982,0.20000,0.62370,0.10000,0.40000,0.68982,0.55315,0.04000,0.04000,0.44575,0.80000,1.00000,0.68982
13,0.52127,6.00000,0.18182,11.00000,0.06000,0.55315,0.54545,1.11786,100.00000,94.00000,0.52127,0.13333,0.35895,0.06000,0.06000,0.52127,0.20000,0.44396,0.20000,0.40000,0.52127,0.44396,0.06000,0.06000,0.25062,0.54545,1.00000,0.52127
14,0.13699,8.00000,0.09091,44.00000,0.08000,0.00000,0.18182,0.31647,100.00000,92.00000,0.13699,0.13333,0.00000,0.08000,0.08000,0.13699,0.00000,0.10414,0.10000,0.00000,0.13699,0.07569,0.08000,0.08000,0.02060,0.18182,0.08333,0.13699
15,0.36579,6.00000,0.10000,10.00000,0.06000,0.21399,0.60000,1.23654,100.00000,94.00000,0.36579,0.10000,0.13886,0.06000,0.06000,0.36579,0.10000,0.24612,0.15000,0.20000,0.36579,0.24612,0.06000,0.06000,0.11289,0.60000,0.50000,0.36579
16,0.15484,5.00000,0.05882,17.00000,0.05000,0.00000,0.29412,0.70892,100.00000,95.00000,0.15484,0.03333,0.00000,0.05000,0.05000,0.15484,0.00000,0.04259,0.05000,0.00000,0.15484,0.04259,0.05000,0.05000,0.02071,0.29412,0.08333,0.15484
17,0.35138,7.00000,0.25000,16.00000,0.07000,0.36005,0.43750,0.73053,100.00000,93.00000,0.35138,0.13333,0.29727,0.07000,0.07000,0.35138,0.30000,0.26546,0.20000,0.40000,0.35138,0.26546,0.07000,0.07000,0.12367,0.43750,0.50000,0.35138
18,0.29953,6.00000,0.09091,11.00000,0.06000,0.16958,0.54545,1.07783,100.00000,94.00000,0.29953,0.10000,0.11005,0.06000,0.06000,0.29953,0.10000,0.20398,0.10000,0.20000,0.29953,0.15814,0.06000,0.06000,0.07163,0.54545,0.33333,0.29953
19,0.61823,7.00000,0.45455,11.00000,0.07000,0.78601,0.63636,0.94112,100.00000,93.00000,0.61823,0.16667,0.58343,0.07000,0.07000,0.61823,0.50000,0.54969,0.25000,0.80000,0.61823,0.54969,0.07000,0.07000,0.37536,0.63636,1.00000,0.61823
20,1.00000,3.00000,1.00000,3.00000,0.03000,1.00000,1.00000,3.33333,100.00000,97.00000,1.00000,0.10000,1.00000,0.03000,0.03000,1.00000,0.30000,1.00000,0.15000,0.60000,1.00000,1.00000,0.03000,0.03000,1.00000,1.00000,1.00000,1.00000
21,0.55896,7.00000,0.18182,11.00000,0.07000,0.55315,0.63636,1.15176,100.00000,93.00000,0.55896,0.16667,0.35895,0.07000,0.07000,0.55896,0.20000,0.48871,0.20000,0.40000,0.55896,0.44221,0.07000,0.07000,0.26550,0.63636,1.00000,0.55896
22,0.86349,17.00000,0.70588,17.00000,0.17000,0.78601,1.00000,0.98192,100.00000,83.00000,0.86349,0.43333,0.72545,0.17000,0.17000,0.86349,0.70000,0.75974,0.65000,0.80000,0.86349,0.75974,0.17000,0.17000,0.63814,1.00000,1.00000,0.86349
23,0.93441,4.00000,0.75000,4.00000,0.04000,0.83187,1.00000,2.71154,100.00000,96.00000,0.93441,0.13333,0.83187,0.04000,0.04000,0.93441,0.30000,0.93441,0.20000,0.60000,0.93441,0.93441,0.04000,0.04000,0.82692,1.00000,1.00000,0.93441
24,0.27093,3.00000,0.07692,13.00000,0.03000,0.33916,0.23077,0.85682,100.00000,97.00000,0.27093,0.06667,0.22009,0.03000,0.03000,0.27093,0.10000,0.23452,0.10000,0.20000,0.27093,0.23452,0.03000,0.03000,0.09470,0.23077,1.00000,0.27093
25,0.41406,20.00000,0.27451,51.00000,0.20000,0.63995,0.39216,0.34526,100.00000,80.00000,0.41406,0.43333,0.54516,0.20000,0.20000,0.41406,0.50000,0.46553,0.40000,0.60000,0.41406,0.45568,0.20000,0.20000,0.16420,0.39216,1.00000,0.41406
26,0.28603,10.00000,0.16667,30.00000,0.10000,0.21399,0.33333,0.44174,100.00000,90.00000,0.28603,0.16667,0.26874,0.10000,0.10000,0.28603,0.30000,0.19166,0.25000,0.20000,0.28603,0.24941,0.10000,0.10000,0.08210,0.33333,0.50000,0.28603
27,0.46602,13.00000,0.31034,29.00000,0.13000,0.65481,0.44828,0.52581,100.00000,87.00000,0.46602,0.30000,0.49829,0.13000,0.13000,0.46602,0.40000,0.38764,0.40000,0.60000,0.46602,0.46274,0.13000,0.13000,0.20451,0.44828,1.00000,0.46602
28,0.83042,4.00000,0.80000,5.00000,0.04000,0.83042,0.80000,2.00000,100.00000,96.00000,0.83042,0.13333,0.83042,0.04000,0.04000,0.83042,0.40000,0.83042,0.20000,0.80000,0.83042,0.83042,0.04000,0.04000,0.71000,0.80000,1.00000,0.83042
29,0.38288,12.00000,0.21053,19.00000,0.12000,0.00000,0.63158,0.85727,100.00000,88.00000,0.38288,0.20000,0.06943,0.12000,0.12000,0.38288,0.10000,0.22101,0.25000,0.00000,0.38288,0.18856,0.12000,0.12000,0.13209,0.63158,0.12500,0.38288
30,0.40780,3.00000,0.25000,4.00000,0.03000,0.24630,0.75000,2.73393,100.00000,97.00000,0.40780,0.06667,0.24630,0.03000,0.03000,0.40780,0.10000,0.34622,0.10000,0.20000,0.40780,0.34622,0.03000,0.03000,0.17009,0.75000,0.50000,0.40780
31,0.74869,2.00000,0.50000,2.00000,0.02000,0.61315,1.00000,5.25000,100.00000,98.00000,0.74869,0.06667,0.61315,0.02000,0.02000,0.74869,0.10000,0.74869,0.05000,0.20000,0.74869,0.61315,0.02000,0.02000,0.54545,1.00000,1.00000,0.74869
32,0.67139,2.00000,0.33333,3.00000,0.02000,0.67139,0.66667,3.33333,100.00000,98.00000,0.67139,0.06667,0.67139,0.02000,0.02000,0.67139,0.20000,0.67139,0.10000,0.40000,0.67139,0.67139,0.02000,0.02000,0.50000,0.66667,1.00000,0.67139
33,0.27894,1.00000,0.00000,1.00000,0.01000,0.00000,1.00000,11.00000,100.00000,99.00000,0.27894,0.03333,0.00000,0.01000,0.01000,0.27894,0.00000,0.27894,0.05000,0.00000,0.27894,0.27894,0.01000,0.01000,0.09091,1.00000,0.09091,0.27894
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.54105,15.00000,0.40000,20.00000,0.15000,0.30079,0.75000,0.88727,100.00000,85.00000,0.54105,0.36667,0.27359,0.15000,0.15000,0.54105,0.30000,0.44427,0.40000,0.40000,0.54105,0.35161,0.15000,0.15000,0.26590,0.75000,0.33333,0.54105
37,0.32665,4.00000,0.16667,12.00000,0.04000,0.33916,0.33333,0.86315,100.00000,96.00000,0.32665,0.06667,0.29346,0.04000,0.04000,0.32665,0.20000,0.26181,0.10000,0.20000,0.32665,0.26181,0.04000,0.04000,0.11590,0.33333,1.00000,0.32665
38,0.28977,7.00000,0.06250,16.00000,0.07000,0.21399,0.43750,0.75982,100.00000,93.00000,0.28977,0.13333,0.13886,0.07000,0.07000,0.28977,0.10000,0.20568,0.05000,0.20000,0.28977,0.10333,0.07000,0.07000,0.07157,0.43750,0.50000,0.28977
39,0.42697,6.00000,0.25000,12.00000,0.06000,0.33916,0.50000,1.00477,100.00000,94.00000,0.42697,0.13333,0.29346,0.06000,0.06000,0.42697,0.20000,0.36291,0.20000,0.20000,0.42697,0.36291,0.06000,0.06000,0.16200,0.50000,1.00000,0.42697
40,0.56667,7.00000,0.20000,10.00000,0.07000,0.50874,0.70000,1.27442,100.00000,93.00000,0.56667,0.16667,0.33014,0.07000,0.07000,0.56667,0.20000,0.49111,0.20000,0.40000,0.56667,0.44246,0.07000,0.07000,0.26093,0.70000,1.00000,0.56667
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.24774,8.00000,0.14286,21.00000,0.08000,0.00000,0.38095,0.65162,100.00000,92.00000,0.24774,0.16667,0.07336,0.08000,0.08000,0.24774,0.10000,0.17561,0.15000,0.00000,0.24774,0.11921,0.08000,0.08000,0.06075,0.38095,0.14286,0.24774
43,0.35354,16.00000,0.29268,41.00000,0.16000,0.21399,0.39024,0.42936,100.00000,84.00000,0.35354,0.30000,0.28669,0.16000,0.16000,0.35354,0.30000,0.30086,0.35000,0.20000,0.35354,0.32826,0.16000,0.16000,0.12775,0.39024,0.50000,0.35354
44,0.44582,6.00000,0.23529,17.00000,0.06000,0.72273,0.35294,0.70316,100.00000,94.00000,0.44582,0.16667,0.46900,0.06000,0.06000,0.44582,0.30000,0.41510,0.20000,0.60000,0.44582,0.37976,0.06000,0.06000,0.22225,0.35294,1.00000,0.44582
45,0.57165,16.00000,0.23077,26.00000,0.16000,0.83042,0.61538,0.59257,100.00000,84.00000,0.57165,0.26667,0.53889,0.16000,0.16000,0.57165,0.40000,0.39617,0.25000,0.80000,0.57165,0.38012,0.16000,0.16000,0.26290,0.61538,1.00000,0.57165
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.17261,4.00000,0.08333,12.00000,0.04000,0.00000,0.33333,0.92471,100.00000,96.00000,0.17261,0.06667,0.06625,0.04000,0.04000,0.17261,0.10000,0.10715,0.10000,0.00000,0.17261,0.10715,0.04000,0.04000,0.02882,0.33333,0.11111,0.17261
49,0.50073,5.00000,0.25000,8.00000,0.05000,0.48523,0.62500,1.36108,100.00000,95.00000,0.50073,0.10000,0.36188,0.05000,0.05000,0.50073,0.20000,0.41947,0.15000,0.40000,0.50073,0.41947,0.05000,0.05000,0.22133,0.62500,1.00000,0.50073
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,1.00000,1.00000,1.00000,1.00000,0.01000,1.00000,1.00000,10.00000,100.00000,99.00000,1.00000,0.03333,1.00000,0.01000,0.01000,1.00000,0.10000,1.00000,0.05000,0.20000,1.00000,1.00000,0.01000,0.01000,1.00000,1.00000,1.00000,1.00000
58,0.51912,15.00000,0.36667,30.00000,0.15000,0.69921,0.50000,0.52322,100.00000,85.00000,0.51912,0.36667,0.58679,0.15000,0.15000,0.51912,0.50000,0.44594,0.45000,0.60000,0.51912,0.51823,0.15000,0.15000,0.24674,0.50000,1.00000,0.51912
59,0.32810,11.00000,0.20930,43.00000,0.11000,0.78601,0.25581,0.28711,100.00000,89.00000,0.32810,0.23333,0.58343,0.11000,0.11000,0.32810,0.50000,0.33698,0.25000,0.80000,0.32810,0.37653,0.11000,0.11000,0.12490,0.25581,1.00000,0.32810
60,0.43625,15.00000,0.18519,27.00000,0.15000,0.38357,0.55556,0.55340,100.00000,85.00000,0.43625,0.16667,0.32227,0.15000,0.15000,0.43625,0.30000,0.22542,0.25000,0.40000,0.43625,0.27376,0.15000,0.15000,0.15661,0.55556,0.50000,0.43625
61,0.64780,19.00000,0.38710,31.00000,0.19000,1.00000,0.61290,0.54121,100.00000,81.00000,0.64780,0.40000,0.79095,0.19000,0.19000,0.64780,0.70000,0.52688,0.55000,1.00000,0.64780,0.65424,0.19000,0.19000,0.38930,0.61290,1.00000,0.64780
62,0.12659,3.00000,0.00000,8.00000,0.03000,0.00000,0.37500,1.32273,100.00000,97.00000,0.12659,0.00000,0.00000,0.03000,0.03000,0.12659,0.00000,0.00000,0.00000,0.00000,0.12659,0.00000,0.03000,0.03000,0.01054,0.37500,0.02564,0.12659
63,0.69224,10.00000,0.41667,12.00000,0.10000,0.65481,0.83333,1.07955,100.00000,90.00000,0.69224,0.20000,0.50332,0.10000,0.10000,0.69224,0.40000,0.54925,0.30000,0.60000,0.69224,0.54925,0.10000,0.10000,0.38472,0.83333,1.00000,0.69224
