wc,vc
6783,2170
6785,2171
6787,2172
6789,2173
6791,2174
6793,2175
6795,2176
6797,2177
6799,2178
6800,2179
6801,2180
6803,2181
6805,2182
6807,2183
6809,2184
6811,2185
6813,2186
6815,2187
6817,2188
6819,2189
6821,2190
6823,2191
6825,2192
6827,2193
6828,2194
6830,2195
6832,2196
6834,2197
6836,2198
6838,2199
6839,2200
6841,2201
6842,2202
6844,2203
6846,2204
6850,2205
6852,2206
6854,2207
6856,2208
6858,2209
6860,2210
6862,2211
6864,2212
6866,2213
6868,2214
6870,2215
6872,2216
6874,2217
6875,2218
6876,2219
6878,2220
6879,2221
6881,2222
6882,2223
6883,2224
6884,2225
6888,2226
6892,2227
6895,2228
6897,2229
6914,2230
6950,2231
6951,2232
6952,2233
6967,2234
6968,2235
6969,2236
6977,2237
6978,2238
6979,2239
6980,2240
6981,2241
6982,2242
6983,2243
6985,2244
6986,2245
6987,2246
6988,2247
6989,2248
6990,2249
6992,2250
6993,2251
7041,2252
7042,2253
7084,2254
7104,2255
7107,2256
7108,2257
7109,2258
7110,2259
7111,2260
7112,2261
7125,2262
7138,2263
7143,2264
7146,2265
7147,2266
7150,2267
7153,2268
7155,2269
7157,2270
7159,2271
7161,2272
7164,2273
7165,2274
7166,2275
7169,2276
7172,2277
7174,2278
7180,2279
7181,2280
7182,2281
7184,2282
7185,2283
7191,2284
7200,2285
7202,2286
7204,2287
7207,2288
7209,2289
7212,2290
7217,2291
7220,2292
7223,2293
7224,2294
7226,2295
7227,2296
7228,2297
7231,2298
7232,2299
7233,2300
7242,2301
7244,2302
7246,2303
7248,2304
7251,2305
7253,2306
7256,2307
7259,2308
7260,2309
7262,2310
7265,2311
7268,2312
7269,2313
7270,2314
7299,2315
7302,2316
7304,2317
7305,2318
7308,2319
7311,2320
7361,2321
7368,2322
7386,2323
7387,2324
7388,2325
7389,2326
7391,2327
7392,2328
7393,2329
7394,2330
7395,2331
7396,2332
7397,2333
7398,2334
7400,2335
7401,2336
7402,2337
7403,2338
7404,2339
7405,2340
7406,2341
