wc,vc
4271,1739
4276,1740
4278,1741
4279,1742
4281,1743
4283,1744
4285,1745
4290,1746
4291,1747
4292,1748
4294,1749
4296,1750
4298,1751
4300,1752
4301,1753
4304,1754
4305,1755
4307,1756
4308,1757
4309,1758
4311,1759
4313,1760
4322,1761
4324,1762
4338,1763
4341,1764
4350,1765
4351,1766
4355,1767
4356,1768
4365,1769
4368,1770
4369,1771
4372,1772
4373,1773
4379,1774
4382,1775
4383,1776
4385,1777
4386,1778
4388,1779
4393,1780
4396,1781
4397,1782
4402,1783
4406,1784
4407,1785
4409,1786
4411,1787
4412,1788
4414,1789
4416,1790
4417,1791
4419,1792
4424,1793
4425,1794
4428,1795
4432,1796
4434,1797
4435,1798
4438,1799
4440,1800
4442,1801
4444,1802
4446,1803
4448,1804
4463,1805
4465,1806
4467,1807
4468,1808
4469,1809
4470,1810
4474,1811
4476,1812
4477,1813
4478,1814
4480,1815
4483,1816
4484,1817
4486,1818
4487,1819
4493,1820
4498,1821
4499,1822
4501,1823
4502,1824
4505,1825
4506,1826
4508,1827
4511,1828
4516,1829
4521,1830
4531,1831
4533,1832
4535,1833
4540,1834
4541,1835
4543,1836
4549,1837
4553,1838
4556,1839
4557,1840
4559,1841
4561,1842
4563,1843
4565,1844
4570,1845
4572,1846
4575,1847
4581,1848
4582,1849
4587,1850
4588,1851
4590,1852
4591,1853
4593,1854
4599,1855
4601,1856
4602,1857
4606,1858
4610,1859
4611,1860
4612,1861
4616,1862
4617,1863
4619,1864
4637,1865
4638,1866
4639,1867
4643,1868
4645,1869
4666,1870
4671,1871
4674,1872
4676,1873
4683,1874
4689,1875
4691,1876
4694,1877
4703,1878
4704,1879
4709,1880
4713,1881
4715,1882
4717,1883
4718,1884
4719,1885
4724,1886
4730,1887
4732,1888
4735,1889
4738,1890
4740,1891
4742,1892
4748,1893
4750,1894
4751,1895
4752,1896
4756,1897
4763,1898
4765,1899
4782,1900
4785,1901
4787,1902
4793,1903
4795,1904
4798,1905
4801,1906
4808,1907
4814,1908
4815,1909
4817,1910
4818,1911
4821,1912
4823,1913
4830,1914
4832,1915
4834,1916
4836,1917
4838,1918
4841,1919
4843,1920
4847,1921
4854,1922
4855,1923
4860,1924
4861,1925
4865,1926
4870,1927
4871,1928
4877,1929
4878,1930
4879,1931
4880,1932
4882,1933
4885,1934
4889,1935
4890,1936
4898,1937
4905,1938
4907,1939
4910,1940
4911,1941
4914,1942
4920,1943
4921,1944
4922,1945
4923,1946
4929,1947
4930,1948
4936,1949
4939,1950
4942,1951
4956,1952
4962,1953
4970,1954
4983,1955
4995,1956
4999,1957
5000,1958
5002,1959
5005,1960
5013,1961
5019,1962
5020,1963
5022,1964
5026,1965
5029,1966
5037,1967
5039,1968
5043,1969
5044,1970
5045,1971
5052,1972
5053,1973
5055,1974
5061,1975
5063,1976
5069,1977
5077,1978
5083,1979
5084,1980
5089,1981
5091,1982
5092,1983
5111,1984
5112,1985
5113,1986
5116,1987
5119,1988
5130,1989
5132,1990
5137,1991
5141,1992
5144,1993
5157,1994
5158,1995
5161,1996
5165,1997
5170,1998
5178,1999
5181,2000
5182,2001
5189,2002
5193,2003
5199,2004
5203,2005
5204,2006
5207,2007
5209,2008
5210,2009
5211,2010
5214,2011
5215,2012
5222,2013
5226,2014
5227,2015
5231,2016
5233,2017
5236,2018
5244,2019
5245,2020
5252,2021
5255,2022
5259,2023
5260,2024
5263,2025
5266,2026
5269,2027
5270,2028
5275,2029
5276,2030
5282,2031
5284,2032
5291,2033
5297,2034
5300,2035
5302,2036
5309,2037
5310,2038
5319,2039
5320,2040
5346,2041
5351,2042
5374,2043
5378,2044
5382,2045
5388,2046
5389,2047
5390,2048
5391,2049
5394,2050
5399,2051
5401,2052
5404,2053
5406,2054
5407,2055
5412,2056
5413,2057
5414,2058
5416,2059
5420,2060
5426,2061
5427,2062
5430,2063
5441,2064
5442,2065
5451,2066
5453,2067
5458,2068
5471,2069
5476,2070
5489,2071
5493,2072
5501,2073
5503,2074
5508,2075
5528,2076
5530,2077
5531,2078
5537,2079
5548,2080
5549,2081
5554,2082
5556,2083
5557,2084
5559,2085
5562,2086
5566,2087
5567,2088
5569,2089
5572,2090
5586,2091
5590,2092
5591,2093
5600,2094
5604,2095
5609,2096
5615,2097
5617,2098
5625,2099
5626,2100
5648,2101
5670,2102
5673,2103
5674,2104
5679,2105
5683,2106
5695,2107
5702,2108
5706,2109
5710,2110
5711,2111
5713,2112
5718,2113
5723,2114
5724,2115
5727,2116
5729,2117
5742,2118
5758,2119
5762,2120
5764,2121
5772,2122
5777,2123
5780,2124
5782,2125
5786,2126
5795,2127
5806,2128
5827,2129
5836,2130
5852,2131
5855,2132
5857,2133
5858,2134
5864,2135
5872,2136
5875,2137
5876,2138
5879,2139
5900,2140
5902,2141
5911,2142
5913,2143
5919,2144
5923,2145
5938,2146
5950,2147
5971,2148
5974,2149
5978,2150
5983,2151
5991,2152
5996,2153
6007,2154
6025,2155
6027,2156
6028,2157
6029,2158
6033,2159
6036,2160
6040,2161
6045,2162
6046,2163
6049,2164
6050,2165
6052,2166
6059,2167
6061,2168
6076,2169
6080,2170
6085,2171
6089,2172
6097,2173
6101,2174
6102,2175
6108,2176
6118,2177
6122,2178
6143,2179
6149,2180
6163,2181
6164,2182
6167,2183
6170,2184
6172,2185
6176,2186
6180,2187
6181,2188
6186,2189
6190,2190
6207,2191
6209,2192
6210,2193
6217,2194
6218,2195
6219,2196
6221,2197
6226,2198
6233,2199
6234,2200
6237,2201
6239,2202
6248,2203
6255,2204
6260,2205
6262,2206
6266,2207
6270,2208
6276,2209
6280,2210
6291,2211
6302,2212
6304,2213
6308,2214
6313,2215
6317,2216
6331,2217
6333,2218
6337,2219
6342,2220
6354,2221
6363,2222
6366,2223
6367,2224
6368,2225
6385,2226
6388,2227
6410,2228
6413,2229
6436,2230
6448,2231
6463,2232
6470,2233
6473,2234
6486,2235
6489,2236
6500,2237
6501,2238
6504,2239
6508,2240
6514,2241
6528,2242
6529,2243
6536,2244
6546,2245
6551,2246
6554,2247
6559,2248
6564,2249
6566,2250
6570,2251
6572,2252
6577,2253
6583,2254
6584,2255
6596,2256
6597,2257
6602,2258
6606,2259
6617,2260
6621,2261
6623,2262
6630,2263
6631,2264
6633,2265
6634,2266
6637,2267
6641,2268
6646,2269
6649,2270
6663,2271
6668,2272
6670,2273
6671,2274
6676,2275
6682,2276
6683,2277
6685,2278
6686,2279
6687,2280
6689,2281
6690,2282
6706,2283
6707,2284
6713,2285
6714,2286
6715,2287
6717,2288
6718,2289
6719,2290
6720,2291
6721,2292
6724,2293
6726,2294
6727,2295
6735,2296
6736,2297
6738,2298
6745,2299
6747,2300
6750,2301
6752,2302
6757,2303
6758,2304
6766,2305
6768,2306
6780,2307
6785,2308
6788,2309
6789,2310
6791,2311
6797,2312
6798,2313
6805,2314
6815,2315
6817,2316
6824,2317
6827,2318
6847,2319
6849,2320
6850,2321
6856,2322
6859,2323
6862,2324
6871,2325
6877,2326
6879,2327
6880,2328
6885,2329
6898,2330
6899,2331
6904,2332
6906,2333
6911,2334
6935,2335
6943,2336
6948,2337
6954,2338
6961,2339
6968,2340
6969,2341
6971,2342
6974,2343
6975,2344
6976,2345
6978,2346
6979,2347
6982,2348
6985,2349
6987,2350
6988,2351
6989,2352
6994,2353
6995,2354
6996,2355
6998,2356
6999,2357
7002,2358
7007,2359
7009,2360
7025,2361
7026,2362
7035,2363
7037,2364
7048,2365
7056,2366
7057,2367
7066,2368
7067,2369
7070,2370
7076,2371
7079,2372
7080,2373
7109,2374
7110,2375
7118,2376
7123,2377
7125,2378
7131,2379
7132,2380
7134,2381
7137,2382
7155,2383
7160,2384
7162,2385
7163,2386
7187,2387
7198,2388
7212,2389
7213,2390
7214,2391
7219,2392
7221,2393
7225,2394
7226,2395
7229,2396
7233,2397
7234,2398
7256,2399
7259,2400
7260,2401
7272,2402
7278,2403
7279,2404
7292,2405
7298,2406
7314,2407
7324,2408
7332,2409
7334,2410
7337,2411
7347,2412
7348,2413
7368,2414
7371,2415
7377,2416
7381,2417
7384,2418
7386,2419
7387,2420
7388,2421
7393,2422
7398,2423
7400,2424
7401,2425
7402,2426
7403,2427
7407,2428
7409,2429
7411,2430
7415,2431
7422,2432
7425,2433
7427,2434
7430,2435
7431,2436
7440,2437
7454,2438
7457,2439
7462,2440
7463,2441
7466,2442
7467,2443
7469,2444
7470,2445
7471,2446
7479,2447
7480,2448
7489,2449
7498,2450
7501,2451
7517,2452
7525,2453
7526,2454
7536,2455
7537,2456
7549,2457
7550,2458
7554,2459
7556,2460
7558,2461
7561,2462
7566,2463
7571,2464
7581,2465
7586,2466
7592,2467
7593,2468
7604,2469
7606,2470
